pokedex_number,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,generation,height_m,weight_kg,is_legendary,moves,description
187,Hoppip,grass,flying,35,35,40,35,55,50,2,0.4,0.5,0,Bounce;Round;Double-Edge;Headbutt;Energy Ball;U-turn;Dazzling Gleam;Confusion;Seed Bomb;Fairy Wind;Hidden Power;Secret Power;Silver Wind;Infestation;Solar Beam;Pay Day;Bullet Seed;Absorb;Facade;Giga Drain;Snore;Mega Drain;Acrobatics,To keep from being blown away by the wind* they gather in clusters. They do enjoy gentle breezes* though.
188,Skiploom,grass,flying,55,45,50,45,65,80,2,0.6,1.0,0,Bounce;Round;Double-Edge;Headbutt;Energy Ball;U-turn;Dazzling Gleam;Confusion;Seed Bomb;Fairy Wind;Hidden Power;Secret Power;Silver Wind;Infestation;Solar Beam;Pay Day;Bullet Seed;Absorb;Facade;Giga Drain;Snore;Mega Drain;Acrobatics,The bloom on top of its head opens and closes as the temperature fluc­ tuates up and down.
189,Jumpluff,grass,flying,75,55,70,55,95,110,2,0.8,3.0,0,Bounce;Round;Double-Edge;Headbutt;Energy Ball;U-turn;Dazzling Gleam;Confusion;Seed Bomb;Fairy Wind;Hidden Power;Secret Power;Silver Wind;Infestation;Solar Beam;Pay Day;Bullet Seed;Absorb;Facade;Giga Drain;Snore;Hyper Beam;Mega Drain;Giga Impact;Acrobatics,Once it catches the wind* it deft­ ly controls its cotton-puff spores to float* even around the world.
190,Aipom,normal,,55,70,55,40,55,85,2,0.8,11.5,0,Fake Out;Body Slam;Fire Punch;Covet;Focus Punch;Dig;Dynamic Punch;U-turn;Thunderbolt;Fury Swipes;Secret Power;Power-Up Punch;Solar Beam;Ice Punch;Rock Smash;Mega Kick;Thunder;Double Slap;Bounce;Round;Brick Break;Headbutt;Mud-Slap;Shadow Claw;Slam;Iron Tail;Scratch;Seed Bomb;Pursuit;Thunder Punch;Double Hit;Knock Off;Payback;Retaliate;Cut;Astonish;Zap Cannon;Last Resort;Facade;Strength;Thief;Revenge;Double-Edge;Tail Slap;Foul Play;Water Pulse;Mega Punch;Dream Eater;Hidden Power;Fury Cutter;Low Sweep;Shadow Ball;Snore;Uproar;Acrobatics,Its tail is so powerful that it can use it to grab a tree branch and hold itself up in the air.
191,Sunkern,grass,,30,30,30,30,30,30,2,0.3,1.8,0,Round;Double-Edge;Energy Ball;Seed Bomb;Hidden Power;Secret Power;Cut;Solar Beam;Earth Power;Bullet Seed;Absorb;Razor Leaf;Sludge Bomb;Giga Drain;Snore;Facade;Uproar;Mega Drain,It may drop out of the sky suddenly. If attacked by a SPEAROW* it will violently shake its leaves.
192,Sunflora,grass,,75,75,55,105,85,30,2,0.8,8.5,0,Petal Dance;Round;Double-Edge;Energy Ball;Pound;Seed Bomb;Hidden Power;Secret Power;Cut;Leaf Storm;Solar Beam;Earth Power;Bullet Seed;Absorb;Petal Blizzard;Razor Leaf;Hyper Beam;Giga Drain;Snore;Sludge Bomb;Facade;Uproar;Mega Drain;Giga Impact,It converts sun­ light into energy. In the darkness after sunset* it closes its petals and becomes still.
193,Yanma,bug,flying,65,65,45,75,45,95,2,1.2,38.0,0,Thief;Round;Double-Edge;Quick Attack;Headbutt;Ancient Power;Wing Attack;Bug Bite;Steel Wing;Feint;U-turn;Dream Eater;Bug Buzz;Leech Life;Psychic;Hidden Power;Pursuit;Silver Wind;Secret Power;Air Cutter;Solar Beam;Air Slash;Signal Beam;Ominous Wind;Shadow Ball;Facade;Giga Drain;Snore;Uproar,If it flaps its wings really fast* it can generate shock waves that will shatter win­ dows in the area.
194,Wooper,water,ground,55,45,45,25,25,15,2,0.4,8.5,0,Body Slam;Dig;Dynamic Punch;Scald;Secret Power;Bulldoze;Power-Up Punch;Muddy Water;Ice Punch;Rock Smash;Sludge Wave;Sludge Bomb;Round;Headbutt;Mud-Slap;Slam;Iron Tail;Earthquake;Mud Bomb;Ice Beam;Mud Shot;Waterfall;Ancient Power;Water Gun;Surf;Facade;Rollout;Aqua Tail;Double-Edge;Water Pulse;Icy Wind;Hidden Power;Infestation;Acid Spray;Earth Power;Snore;Double Kick;Dive,This POKéMON lives in cold water. It will leave the water to search for food when it gets cold outside.
195,Quagsire,water,ground,95,85,85,65,65,35,2,1.4,75.0,0,Body Slam;Focus Punch;Dig;Dynamic Punch;Scald;Secret Power;Bulldoze;Power-Up Punch;Muddy Water;Ice Punch;Rock Smash;Mega Kick;Sludge Wave;Sludge Bomb;Focus Blast;Round;Brick Break;Stone Edge;Headbutt;Mud-Slap;Rock Slide;Slam;Iron Tail;Earthquake;Mud Bomb;Ice Beam;Mud Shot;Waterfall;Ancient Power;Water Gun;Surf;Facade;Hyper Beam;Rollout;Aqua Tail;Strength;Thief;Double-Edge;Water Pulse;Mega Punch;Icy Wind;Hidden Power;Infestation;Acid Spray;Earth Power;Snore;Double Kick;Giga Impact;Dive,This carefree POKéMON has an easy-going nature. While swimming* it always bumps into boat hulls.
196,Espeon,psychic,,65,65,60,130,95,110,2,0.9,26.5,0,Hyper Voice;Body Slam;Covet;Zen Headbutt;Dig;Confusion;Take Down;Secret Power;Stored Power;Psyshock;Psybeam;Round;Headbutt;Mud-Slap;Dazzling Gleam;Iron Tail;Bite;Signal Beam;Synchronoise;Echoed Voice;Retaliate;Cut;Zap Cannon;Last Resort;Facade;Hyper Beam;Double-Edge;Quick Attack;Dream Eater;Psychic;Hidden Power;Shadow Ball;Snore;Giga Impact,It uses the fine hair that covers its body to sense air currents and predict its ene­ my's actions.
197,Umbreon,dark,,95,65,110,60,130,65,2,1.0,27.0,0,Hyper Voice;Body Slam;Covet;Dig;Take Down;Secret Power;Stored Power;Round;Assurance;Headbutt;Mud-Slap;Iron Tail;Pursuit;Bite;Synchronoise;Dark Pulse;Echoed Voice;Payback;Retaliate;Cut;Zap Cannon;Last Resort;Facade;Hyper Beam;Snarl;Double-Edge;Quick Attack;Foul Play;Dream Eater;Psychic;Hidden Power;Sucker Punch;Shadow Ball;Snore;Giga Impact,When agitated* this POKéMON pro­ tects itself by spraying poisonous sweat from its pores.
198,Murkrow,dark,flying,60,85,42,85,42,91,2,0.5,2.1,0,Twister;Fly;Secret Power;Ominous Wind;Round;Assurance;Steel Wing;Mud-Slap;Pursuit;Dark Pulse;Pluck;Peck;Payback;Retaliate;Heat Wave;Astonish;Drill Peck;Sky Attack;Facade;Snarl;Thief;Double-Edge;Quick Attack;Wing Attack;Foul Play;Dream Eater;Psychic;Icy Wind;Hidden Power;Brave Bird;Air Cutter;Sucker Punch;Shadow Ball;Snore;Uproar,Feared and loathed by many* it is believed to bring misfortune to all those who see it at night.
199,Slowking,water,psychic,95,75,80,100,110,30,2,2.0,79.5,0,Body Slam;Zen Headbutt;Focus Punch;Dig;Dynamic Punch;Confusion;Scald;Secret Power;Bulldoze;Power-Up Punch;Belch;Ice Punch;Rock Smash;Mega Kick;Focus Blast;Psyshock;Power Gem;Round;Avalanche;Brick Break;Headbutt;Mud-Slap;Iron Tail;Brine;Earthquake;Ice Beam;Signal Beam;Fire Blast;Flamethrower;Echoed Voice;Water Gun;Surf;Zap Cannon;Drain Punch;Facade;Hyper Beam;Aqua Tail;Stomp;Strength;Double-Edge;Incinerate;Foul Play;Water Pulse;Mega Punch;Dream Eater;Psychic;Icy Wind;Hidden Power;Fury Cutter;Dragon Tail;Shadow Ball;Snore;Giga Impact;Dive,It has incredible intellect and in­ tuition. Whatever the situation* it remains calm and collected.
200,Misdreavus,ghost,,60,60,60,85,85,85,2,0.7,1.0,0,Shadow Sneak;Hyper Voice;Thunderbolt;Secret Power;Ominous Wind;Thunder;Power Gem;Psybeam;Round;Headbutt;Dazzling Gleam;Hex;Dark Pulse;Echoed Voice;Payback;Astonish;Zap Cannon;Facade;Thief;Double-Edge;Charge Beam;Foul Play;Dream Eater;Psychic;Icy Wind;Hidden Power;Sucker Punch;Shadow Ball;Snore;Uproar,It likes playing mischievous tricks such as screaming and wailing to startle people at night.
201,Unown,psychic,,48,72,48,72,48,48,2,0.5,5.0,0,Hidden Power,Their shapes look like hieroglyphs on ancient tab­ lets. It is said that the two are somehow related.
202,Wobbuffet,psychic,,190,33,58,33,58,33,2,1.3,28.5,0,,It hates light and shock. If attack­ ed* it inflates its body to pump up its counter­ strike.
203,Girafarig,normal,psychic,70,80,65,90,65,85,2,1.5,41.5,0,Hyper Voice;Body Slam;Zen Headbutt;Thunderbolt;Confusion;Take Down;Secret Power;Bulldoze;Rock Smash;Thunder;Psyshock;Psybeam;Round;Assurance;Headbutt;Mud-Slap;Dazzling Gleam;Iron Tail;Earthquake;Signal Beam;Double Hit;Echoed Voice;Crunch;Retaliate;Energy Ball;Astonish;Zap Cannon;Facade;Stomp;Strength;Psychic Fangs;Thief;Double-Edge;Charge Beam;Foul Play;Dream Eater;Psychic;Hidden Power;Sucker Punch;Shadow Ball;Snore;Double Kick;Uproar,Its tail has a small brain of its own. Beware! If you get close* it may react to your scent and bite.
204,Pineco,bug,,50,65,90,35,35,15,2,0.6,7.2,0,Strength;Self-Destruct;Body Slam;Revenge;Round;Double-Edge;Headbutt;Rock Slide;Payback;Bug Bite;Dig;Rapid Spin;Take Down;Earthquake;Hidden Power;Secret Power;Bulldoze;Struggle Bug;Venoshock;Solar Beam;Explosion;Drill Run;Rock Smash;Facade;Giga Drain;Rollout;Snore,It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn't bother it.
205,Forretress,bug,steel,75,90,140,60,60,40,2,1.2,125.8,0,Self-Destruct;Body Slam;Dig;Take Down;Secret Power;Bulldoze;Struggle Bug;Venoshock;Solar Beam;Explosion;Rock Smash;Giga Drain;Round;Volt Switch;Headbutt;Rock Slide;Earthquake;Drill Run;Signal Beam;Flash Cannon;Payback;Rapid Spin;Mirror Shot;Zap Cannon;Facade;Hyper Beam;Rollout;Strength;Revenge;Double-Edge;Bug Bite;Hidden Power;Snore;Giga Impact,Its entire body is shielded by a steel-hard shell. What lurks inside the armor is a total mystery.
206,Dunsparce,normal,,100,70,70,65,65,45,2,1.5,14.0,0,Body Slam;Zen Headbutt;Dig;Thunderbolt;Take Down;Secret Power;Bulldoze;Solar Beam;Rock Smash;Thunder;Round;Headbutt;Rock Slide;Mud-Slap;Poison Jab;Iron Tail;Earthquake;Pursuit;Bite;Drill Run;Hex;Air Slash;Ice Beam;Fire Blast;Flamethrower;Wild Charge;Rage;Ancient Power;Retaliate;Astonish;Zap Cannon;Last Resort;Facade;Rollout;Aqua Tail;Strength;Dragon Rush;Thief;Double-Edge;Charge Beam;Incinerate;Water Pulse;Dream Eater;Hidden Power;Shadow Ball;Snore,When spotted* this POKéMON escapes backward by furi­ ously boring into the ground with its tail.
207,Gligar,ground,flying,65,75,105,35,65,85,2,1.1,64.8,0,Dig;Feint;U-turn;Secret Power;Bulldoze;Night Slash;Struggle Bug;Venoshock;Rock Smash;Sludge Bomb;Round;Brick Break;Stone Edge;Headbutt;Rock Slide;Steel Wing;Poison Jab;Iron Tail;Earthquake;False Swipe;Slash;Dark Pulse;Rock Climb;Poison Tail;X-Scissor;Knock Off;Payback;Poison Sting;Cut;Facade;Aqua Tail;Strength;Thief;Double-Edge;Quick Attack;Cross Poison;Sky Uppercut;Wing Attack;Bug Bite;Metal Claw;Dream Eater;Hidden Power;Fury Cutter;Earth Power;Snore;Acrobatics,It flies straight at its target's face then clamps down on the star­ tled victim to inject poison.
208,Steelix,steel,ground,75,125,230,55,95,30,2,9.2,400.0,0,Self-Destruct;Body Slam;Thunder Fang;Twister;Dig;Secret Power;Bulldoze;Explosion;Rock Smash;Round;Iron Head;Stone Edge;Headbutt;Rock Slide;Mud-Slap;Slam;Iron Tail;Earthquake;Flash Cannon;Dark Pulse;Smack Down;Rock Climb;Fire Fang;Rage;Crunch;Ancient Power;Payback;Cut;Facade;Hyper Beam;Rollout;Aqua Tail;Dragon Pulse;Strength;Dragon Breath;Double-Edge;Hidden Power;Brutal Swing;Earth Power;Dragon Tail;Snore;Ice Fang;Giga Impact,It is thought its body transformed as a result of iron accumulating internally from swallowing soil.
209,Snubbull,fairy,,60,80,50,40,40,30,2,0.6,7.8,0,Hyper Voice;Body Slam;Fire Punch;Covet;Thunder Fang;Focus Punch;Dig;Dynamic Punch;Overheat;Thunderbolt;Take Down;Superpower;Secret Power;Bulldoze;Power-Up Punch;Solar Beam;Ice Punch;Rock Smash;Mega Kick;Sludge Bomb;Thunder;Round;Brick Break;Headbutt;Mud-Slap;Dazzling Gleam;Earthquake;Thunder Punch;Bite;Fire Blast;Flamethrower;Wild Charge;Play Rough;Fire Fang;Rage;Crunch;Payback;Retaliate;Lick;Zap Cannon;Last Resort;Facade;Snarl;Strength;Thief;Double-Edge;Incinerate;Water Pulse;Mega Punch;Hidden Power;Smelling Salts;Shadow Ball;Snore;Ice Fang;Close Combat,Although it looks frightening* it is actually kind and affectionate. It is very popular among women.
210,Granbull,fairy,,90,120,75,60,60,45,2,1.4,48.7,0,Hyper Voice;Body Slam;Fire Punch;Covet;Thunder Fang;Focus Punch;Dig;Dynamic Punch;Overheat;Thunderbolt;Take Down;Superpower;Secret Power;Bulldoze;Outrage;Solar Beam;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Sludge Bomb;Focus Blast;Thunder;Round;Brick Break;Stone Edge;Headbutt;Rock Slide;Mud-Slap;Dazzling Gleam;Iron Tail;Earthquake;Thunder Punch;Bite;Fire Blast;Flamethrower;Wild Charge;Rock Climb;Play Rough;Fire Fang;Rage;Crunch;Payback;Retaliate;Lick;Zap Cannon;Last Resort;Facade;Hyper Beam;Snarl;Strength;Thief;Double-Edge;Incinerate;Water Pulse;Mega Punch;Hidden Power;Smelling Salts;Shadow Ball;Snore;Ice Fang;Close Combat;Giga Impact,It is actually timid and easily spooked. If at­ tacked* it flails about to fend off its attacker.
211,Qwilfish,water,poison,65,95,85,55,55,85,2,0.5,3.9,0,Self-Destruct;Bubble;Scald;Take Down;Secret Power;Venoshock;Explosion;Sludge Wave;Sludge Bomb;Fell Stinger;Bounce;Round;Headbutt;Poison Jab;Brine;Aqua Jet;Signal Beam;Ice Beam;Waterfall;Payback;Poison Sting;Water Gun;Surf;Astonish;Facade;Rollout;Aqua Tail;Revenge;Double-Edge;Hydro Pump;Water Pulse;Icy Wind;Hidden Power;Acid Spray;Bubble Beam;Shadow Ball;Snore;Dive,To fire its poison spikes* it must inflate its body by drinking over 2.6 gallons of water all at once.
212,Scizor,bug,steel,70,150,140,65,100,75,2,1.8,118.0,0,Feint;U-turn;Bug Buzz;Superpower;Secret Power;Night Slash;Struggle Bug;Venoshock;Ominous Wind;Rock Smash;Vacuum Wave;Round;Iron Head;Brick Break;Headbutt;Steel Wing;Pursuit;False Swipe;Silver Wind;Slash;Air Slash;Flash Cannon;Double Hit;X-Scissor;Knock Off;Cut;Facade;Hyper Beam;Strength;Thief;Double-Edge;Quick Attack;Wing Attack;Bug Bite;Metal Claw;Hidden Power;Brutal Swing;Fury Cutter;Bullet Punch;Snore;Giga Impact;Acrobatics,It has a steel-hard body. It intimidates foes by upraising its eye-patterned pincers.
213,Shuckle,bug,rock,20,10,230,10,230,5,2,0.6,20.5,0,Acid;Strength;Constrict;Body Slam;Round;Knock Off;Double-Edge;Stone Edge;Headbutt;Rock Slide;Mud-Slap;Bug Bite;Ancient Power;Dig;Earthquake;Hidden Power;Secret Power;Bulldoze;Infestation;Struggle Bug;Venoshock;Earth Power;Rock Smash;Smack Down;Sludge Wave;Sludge Bomb;Facade;Rollout;Snore,The BERRIES it stores in its vase-like shell decompose and become a gooey liquid.
214,Heracross,bug,fighting,80,185,115,40,105,75,2,1.5,54.0,0,Horn Attack;Body Slam;Focus Punch;Dig;Feint;Take Down;Secret Power;Bulldoze;Night Slash;Chip Away;Struggle Bug;Venoshock;Rock Smash;Arm Thrust;Vacuum Wave;Focus Blast;Round;Stone Edge;Brick Break;Headbutt;Rock Slide;Shadow Claw;Earthquake;Pursuit;False Swipe;Smack Down;Knock Off;Retaliate;Fury Attack;Cut;Bullet Seed;Megahorn;Facade;Hyper Beam;Strength;Thief;Revenge;Double-Edge;Bug Bite;Hidden Power;Brutal Swing;Fury Cutter;Snore;Close Combat;Giga Impact,It is usually docile* but if it is disturbed while sipping honey* it chases off the intruder with its horn.
215,Sneasel,dark,ice,55,95,55,35,75,115,2,0.9,28.0,0,Fake Out;Focus Punch;Dig;Feint;Dynamic Punch;Fury Swipes;Secret Power;Ice Shard;Power-Up Punch;Ice Punch;Rock Smash;Crush Claw;Round;Avalanche;Brick Break;Headbutt;Mud-Slap;Shadow Claw;Poison Jab;Iron Tail;Scratch;Pursuit;False Swipe;Bite;Slash;Ice Beam;Double Hit;Dark Pulse;X-Scissor;Throat Chop;Knock Off;Payback;Retaliate;Cut;Surf;Facade;Snarl;Icicle Crash;Strength;Thief;Double-Edge;Quick Attack;Metal Claw;Foul Play;Dream Eater;Icy Wind;Hidden Power;Fury Cutter;Low Sweep;Shadow Ball;Snore,Its paws conceal sharp claws. If attacked* it sud­ denly extends the claws and startles its enemy.
216,Teddiursa,normal,,60,80,50,50,50,40,2,0.6,8.8,0,Hyper Voice;Body Slam;Fire Punch;Covet;Focus Punch;Dig;Dynamic Punch;Take Down;Superpower;Fury Swipes;Secret Power;Bulldoze;Night Slash;Chip Away;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Round;Brick Break;Headbutt;Mud-Slap;Shadow Claw;Rock Slide;Scratch;Earthquake;Seed Bomb;Thunder Punch;Cross Chop;Slash;Play Rough;Crunch;Payback;Retaliate;Cut;Lick;Thrash;Zap Cannon;Last Resort;Facade;Rollout;Strength;Thief;Double-Edge;Metal Claw;Mega Punch;Hidden Power;Fury Cutter;Snore;Close Combat,If it finds honey* its crescent mark glows. It always licks its paws because they are soaked with honey.
217,Ursaring,normal,,90,130,75,75,75,55,2,1.8,125.8,0,Hyper Voice;Body Slam;Fire Punch;Covet;Focus Punch;Dig;Dynamic Punch;Take Down;Superpower;Fury Swipes;Secret Power;Bulldoze;Night Slash;Chip Away;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Focus Blast;Round;Avalanche;Brick Break;Stone Edge;Headbutt;Mud-Slap;Rock Slide;Shadow Claw;Scratch;Earthquake;Seed Bomb;Thunder Punch;Cross Chop;Slash;Smack Down;Rock Climb;Play Rough;Crunch;Payback;Retaliate;Cut;Lick;Thrash;Zap Cannon;Last Resort;Facade;Hyper Beam;Rollout;Strength;Thief;Double-Edge;Metal Claw;Mega Punch;Hidden Power;Fury Cutter;Hammer Arm;Snore;Close Combat;Uproar;Giga Impact,Although it is a good climber* it prefers to snap trees with its forelegs and eat fallen BERRIES.
218,Slugma,fire,,40,40,40,70,40,20,2,0.7,35.0,0,Self-Destruct;Body Slam;Round;Double-Edge;Incinerate;Rock Slide;Ancient Power;Mud-Slap;Flame Burst;Overheat;Ember;Heat Wave;Hidden Power;Secret Power;Flame Charge;Infestation;Earth Power;Fire Blast;Flamethrower;Rock Smash;Smog;Inferno;Facade;Snore;Rollout;Lava Plume,It never sleeps. It has to keep moving because if it stopped* its magma body would cool and harden.
219,Magcargo,fire,rock,60,50,120,90,80,30,2,0.8,55.0,0,Self-Destruct;Body Slam;Flame Burst;Overheat;Secret Power;Bulldoze;Solar Beam;Explosion;Rock Smash;Smog;Inferno;Round;Stone Edge;Rock Slide;Mud-Slap;Earthquake;Flame Charge;Fire Blast;Flamethrower;Smack Down;Ancient Power;Heat Wave;Facade;Hyper Beam;Rollout;Lava Plume;Strength;Double-Edge;Incinerate;Ember;Hidden Power;Infestation;Earth Power;Snore;Giga Impact,The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.
220,Swinub,ice,ground,50,50,40,30,30,50,2,0.4,6.5,0,Strength;Body Slam;Round;Double-Edge;Avalanche;Headbutt;Ancient Power;Mud-Slap;Rock Slide;Dig;Freeze-Dry;Take Down;Earthquake;Icy Wind;Superpower;Hidden Power;Secret Power;Ice Shard;Bulldoze;Mud Bomb;Bite;Ice Beam;Earth Power;Rock Smash;Mud Shot;Facade;Powder Snow;Snore;Icicle Crash;Icicle Spear,It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.
221,Piloswine,ice,ground,100,100,80,60,60,50,2,1.1,55.8,0,Peck;Strength;Horn Attack;Body Slam;Round;Double-Edge;Avalanche;Stone Edge;Headbutt;Ancient Power;Mud-Slap;Rock Slide;Dig;Freeze-Dry;Take Down;Earthquake;Icy Wind;Superpower;Fury Attack;Hidden Power;Ice Shard;Secret Power;Bulldoze;Thrash;Mud Bomb;Bite;Ice Beam;Earth Power;Rock Smash;Mud Shot;Facade;Powder Snow;Snore;Ice Fang;Hyper Beam;Icicle Crash;Icicle Spear;Giga Impact,Because the long hair all over its body obscures its sight* it just keeps charging repeatedly.
222,Corsola,water,rock,65,55,95,65,95,35,2,0.6,5.0,0,Self-Destruct;Liquidation;Body Slam;Dig;Bubble;Scald;Secret Power;Bulldoze;Explosion;Rock Smash;Power Gem;Round;Stone Edge;Headbutt;Rock Slide;Mud-Slap;Brine;Earthquake;Ice Beam;Spike Cannon;Ancient Power;Surf;Facade;Rollout;Icicle Spear;Strength;Double-Edge;Head Smash;Water Pulse;Psychic;Icy Wind;Hidden Power;Earth Power;Bubble Beam;Sucker Punch;Shadow Ball;Snore,It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty.
223,Remoraid,water,,35,65,35,65,35,65,2,0.6,12.0,0,Water Spout;Bounce;Thief;Psybeam;Round;Double-Edge;Hydro Pump;Waterfall;Charge Beam;Incinerate;Mud-Slap;Octazooka;Brine;Water Pulse;Scald;Psychic;Icy Wind;Seed Bomb;Hidden Power;Secret Power;Water Gun;Surf;Acid Spray;Dive;Signal Beam;Bubble Beam;Ice Beam;Bullet Seed;Flamethrower;Fire Blast;Smack Down;Mud Shot;Aurora Beam;Facade;Hyper Beam;Snore,It has superb ac­ curacy. The water it shoots out can strike even moving prey from more than 300 feet.
224,Octillery,water,,75,105,75,105,75,45,2,0.9,28.5,0,Scald;Secret Power;Sludge Wave;Aurora Beam;Sludge Bomb;Bounce;Psybeam;Constrict;Round;Mud-Slap;Brine;Seed Bomb;Signal Beam;Ice Beam;Fire Blast;Flamethrower;Flash Cannon;Smack Down;Mud Shot;Waterfall;Payback;Octazooka;Energy Ball;Water Gun;Surf;Bullet Seed;Facade;Hyper Beam;Water Spout;Thief;Double-Edge;Hydro Pump;Charge Beam;Incinerate;Water Pulse;Psychic;Icy Wind;Hidden Power;Acid Spray;Bubble Beam;Snore;Giga Impact;Dive,It traps enemies with its suction- cupped tentacles then smashes them with its rock-hard head.
225,Delibird,ice,flying,45,55,45,65,45,75,2,0.9,16.0,0,Fake Out;Bounce;Thief;Body Slam;Round;Double-Edge;Quick Attack;Avalanche;Brick Break;Headbutt;Focus Punch;Mud-Slap;Rapid Spin;Freeze-Dry;Mega Punch;Water Pulse;Fly;Icy Wind;Seed Bomb;Hidden Power;Ice Shard;Secret Power;Brutal Swing;Power-Up Punch;Ice Punch;Ice Ball;Ice Beam;Signal Beam;Mega Kick;Drill Peck;Aurora Beam;Sky Attack;Facade;Snore;Rollout;Frost Breath;Pluck,It carries food all day long. There are tales about lost people who were saved by the food it had.
226,Mantine,water,flying,85,40,70,80,140,70,2,2.1,220.0,0,Body Slam;Twister;Bubble;Scald;Take Down;Secret Power;Bulldoze;Bounce;Psybeam;Iron Head;Round;Headbutt;Rock Slide;Mud-Slap;Slam;Brine;Earthquake;Seed Bomb;Signal Beam;Air Slash;Ice Beam;Waterfall;Surf;Bullet Seed;Facade;Hyper Beam;Aqua Tail;Double-Edge;Hydro Pump;Wing Attack;Water Pulse;Icy Wind;Hidden Power;Air Cutter;Bubble Beam;Snore;Giga Impact;Dive;Acrobatics,As it majestically swims* it doesn't care if REMORAID attach to it for scavenging its leftovers.
227,Skarmory,steel,flying,65,80,140,40,70,70,2,1.7,50.5,0,Twister;Feint;Fly;Secret Power;Night Slash;Ominous Wind;Rock Smash;Round;Iron Head;Assurance;Steel Wing;Mud-Slap;Rock Slide;Pursuit;Slash;Air Slash;Flash Cannon;Dark Pulse;X-Scissor;Pluck;Peck;Payback;Sky Drop;Fury Attack;Cut;Drill Peck;Sky Attack;Facade;Thief;Double-Edge;Metal Claw;Icy Wind;Hidden Power;Brave Bird;Fury Cutter;Air Cutter;Snore,Its sturdy wings look heavy* but they are actually hollow and light* allowing it to fly freely in the sky.
